Number,RTT_TIMESTAMP,RTT_RESULT,IMU_TIMESTAMP,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,Magx,Magy,Magz,Azimuth,Pitch,Roll,Points,x,y,
856,2986930000000,"[b0:e4:d5:39:26:89, 15667, 60, -64, 14:22:3b:16:5a:bd, 4402, 75, -41, cc:f4:11:8b:29:4d, 13656, 105, -57, b0:e4:d5:96:3b:95, 4875, 150, -49, 14:22:3b:2a:86:f5, 10988, 315, -60, f8:1a:2b:06:3c:0b, 7949, 45, -60]",2.99E+12,0.7932207,0.53240305,9.851849,0.13729197,-0.004581489,0.002443461,16.1772,-1.4518,41.1506,-1.8535796,-0.0538146,-0.0803416,0,12.921336,20.159,
857,2987390000000,"[b0:e4:d5:39:26:89, 15394, 75, -64, 14:22:3b:16:5a:bd, 4046, 90, -42, cc:f4:11:8b:29:4d, 14007, 105, -56, b0:e4:d5:96:3b:95, 4890, 90, -45, 14:22:3b:2a:86:f5, 11093, 30, -57, f8:1a:2b:06:3c:0b, 7800, 120, -60]",2.99E+12,-1.9914266,0.997807,9.806984,-0.124005646,0.103847094,0.049938235,15.5062,-1.0857999,40.6016,-1.7709558,-0.099381104,0.20033814,0,12.910542,20.159,
858,2987390000000,"[b0:e4:d5:39:26:89, 15394, 75, -64, 14:22:3b:16:5a:bd, 4046, 90, -42, cc:f4:11:8b:29:4d, 14007, 105, -56, b0:e4:d5:96:3b:95, 4890, 90, -45, 14:22:3b:2a:86:f5, 11093, 30, -57, f8:1a:2b:06:3c:0b, 7800, 120, -60]",2.99E+12,-1.0199406,-0.65982085,9.988838,0.00412334,-0.09682214,0.02397646,15.799,-1.2688,40.7114,-1.5061878,0.06561979,0.10175537,0,12.899748,20.159,
859,2987850000000,"[b0:e4:d5:39:26:89, 15660, 75, -65, 14:22:3b:16:5a:bd, 3789, 135, -44, cc:f4:11:8b:29:4d, 14121, 60, -56, b0:e4:d5:96:3b:95, 4886, 90, -43, 14:22:3b:2a:86:f5, 11292, 75, -57, f8:1a:2b:06:3c:0b, 7523, 75, -62]",2.99E+12,-0.7190432,0.8751749,9.489935,-0.0954477,0.18661933,-0.09056077,16.6896,-1.0857999,40.26,-1.8023902,-0.091699906,0.07562454,0,12.888954,20.159,
860,2987850000000,"[b0:e4:d5:39:26:89, 15660, 75, -65, 14:22:3b:16:5a:bd, 3789, 135, -44, cc:f4:11:8b:29:4d, 14121, 60, -56, b0:e4:d5:96:3b:95, 4886, 90, -43, 14:22:3b:2a:86:f5, 11292, 75, -57, f8:1a:2b:06:3c:0b, 7523, 75, -62]",2.99E+12,-1.0480564,0.04366901,9.786645,0.008093964,-0.09728029,0.08399397,15.981999,-1.647,40.9432,-1.6604309,-0.004436705,0.10668388,0,12.87816,20.159,
861,2987850000000,"[b0:e4:d5:39:26:89, 15660, 75, -65, 14:22:3b:16:5a:bd, 3789, 135, -44, cc:f4:11:8b:29:4d, 14121, 60, -56, b0:e4:d5:96:3b:95, 4886, 90, -43, 14:22:3b:2a:86:f5, 11292, 75, -57, f8:1a:2b:06:3c:0b, 7523, 75, -62]",2.99E+12,-0.6364908,0.61016977,10.235897,-0.019242255,-0.0580322,0.14278975,16.6896,-1.464,40.26,-1.7659398,-0.05942581,0.062102262,0,12.867366,20.159,
862,2988350000000,"[b0:e4:d5:39:26:89, 16062, 75, -62, 14:22:3b:16:5a:bd, 4296, 45, -44, cc:f4:11:8b:29:4d, 13468, 75, -58, b0:e4:d5:96:3b:95, 5121, 120, -41, 14:22:3b:2a:86:f5, 11367, 30, -55, f8:1a:2b:06:3c:0b, 7968, 120, -60]",2.99E+12,-1.5092729,0.38883367,9.905687,-0.04718934,-0.027183503,0.041233405,16.091799,-1.1712,40.626,-1.6897951,-0.038786266,0.1512014,0,12.856572,20.159,
863,2988350000000,"[b0:e4:d5:39:26:89, 16062, 75, -62, 14:22:3b:16:5a:bd, 4296, 45, -44, cc:f4:11:8b:29:4d, 13468, 75, -58, b0:e4:d5:96:3b:95, 5121, 120, -41, 14:22:3b:2a:86:f5, 11367, 30, -55, f8:1a:2b:06:3c:0b, 7968, 120, -60]",2.99E+12,-0.96430755,0.3702893,9.630513,0.001527163,-0.0777326,0.048563786,16.0796,-1.2566,41.236,-1.7073517,-0.038239628,0.0997978,0,12.845778,20.159,
864,2988810000000,"[b0:e4:d5:39:26:89, 16234, 75, -61, 14:22:3b:16:5a:bd, 4593, 75, -42, cc:f4:11:8b:29:4d, 14605, 75, -51, b0:e4:d5:96:3b:95, 5027, 45, -44, 14:22:3b:2a:86:f5, 11488, 120, -55, f8:1a:2b:06:3c:0b, 8066, 60, -62]",2.99E+12,0.4438686,-0.08853444,10.0163555,-0.05665775,0.045356743,0.020616703,15.2134,-1.0857999,40.6992,-1.6245481,0.008830092,-0.04428541,0,12.834984,20.159,
865,2988810000000,"[b0:e4:d5:39:26:89, 16234, 75, -61, 14:22:3b:16:5a:bd, 4593, 75, -42, cc:f4:11:8b:29:4d, 14605, 75, -51, b0:e4:d5:96:3b:95, 5027, 45, -44, 14:22:3b:2a:86:f5, 11488, 120, -55, f8:1a:2b:06:3c:0b, 8066, 60, -62]",2.99E+12,0.11246266,0.80817586,10.189836,0.033750303,0.046883907,-0.03680463,15.799,-0.7076,40.7114,-1.8219211,-0.07914149,-0.011036301,0,12.82419,20.159,
866,2989260000000,"[b0:e4:d5:39:26:89, 16296, 75, -60, 14:22:3b:16:5a:bd, 3929, 105, -44, cc:f4:11:8b:29:4d, 15253, 75, -52, b0:e4:d5:96:3b:95, 4863, 45, -47, 14:22:3b:2a:86:f5, 11753, 90, -54, f8:1a:2b:06:3c:0b, 8078, 75, -60]",2.99E+12,-0.09272188,0.8362915,9.91825,-0.016798794,0.0936151,-0.16035213,15.372,-0.121999994,41.785,-1.7965472,-0.084115826,0.00934834,0,12.813396,20.159,
867,2989260000000,"[b0:e4:d5:39:26:89, 16296, 75, -60, 14:22:3b:16:5a:bd, 3929, 105, -44, cc:f4:11:8b:29:4d, 15253, 75, -52, b0:e4:d5:96:3b:95, 4863, 45, -47, 14:22:3b:2a:86:f5, 11753, 90, -54, f8:1a:2b:06:3c:0b, 8078, 75, -60]",2.99E+12,0.6376872,-0.4833502,9.887143,0.047494773,-0.10338894,-0.005345071,15.2012,-0.3294,40.87,-1.4355708,0.048746727,-0.0644074,0,12.802602,20.159,
868,2989260000000,"[b0:e4:d5:39:26:89, 16296, 75, -60, 14:22:3b:16:5a:bd, 3929, 105, -44, cc:f4:11:8b:29:4d, 15253, 75, -52, b0:e4:d5:96:3b:95, 4863, 45, -47, 14:22:3b:2a:86:f5, 11753, 90, -54, f8:1a:2b:06:3c:0b, 8078, 75, -60]",2.99E+12,-0.23330021,1.2442678,9.053843,0.1815797,-0.04230242,-0.18600847,15.8722,-0.21959999,41.5044,-1.9012189,-0.13652952,0.025762387,0,12.791808,20.159,
869,2989730000000,"[b0:e4:d5:39:26:89, 16484, 60, -59, 14:22:3b:16:5a:bd, 4328, 90, -46, cc:f4:11:8b:29:4d, 17269, 30, -54, b0:e4:d5:96:3b:95, 4832, 75, -48, 14:22:3b:2a:86:f5, 11367, 75, -56, f8:1a:2b:06:3c:0b, 7496, 90, -65]",2.99E+12,-0.54257256,0.2739782,9.455238,-0.08964448,-0.002138028,0.027794369,15.5062,0.3294,40.6748,-1.6167636,-0.028920682,0.05732042,0,12.781014,20.159,
870,2989730000000,"[b0:e4:d5:39:26:89, 16484, 60, -59, 14:22:3b:16:5a:bd, 4328, 90, -46, cc:f4:11:8b:29:4d, 17269, 30, -54, b0:e4:d5:96:3b:95, 4832, 75, -48, 14:22:3b:2a:86:f5, 11367, 75, -56, f8:1a:2b:06:3c:0b, 7496, 90, -65]",2.99E+12,-0.9619147,-1.4458631,10.414761,-3.05E-04,-3.05E-04,0.057268616,15.591599,-0.793,41.0042,-1.336323,0.13736925,0.09209942,0,12.77022,20.159,
871,2990190000000,"[b0:e4:d5:39:26:89, 16398, 30, -58, 14:22:3b:16:5a:bd, 4371, 120, -49, cc:f4:11:8b:29:4d, 15570, 75, -52, b0:e4:d5:96:3b:95, 5148, 75, -48, 14:22:3b:2a:86:f5, 11628, 45, -55, f8:1a:2b:06:3c:0b, 7820, 45, -64]",2.99E+12,-0.55692947,0.95712906,9.708878,0.14950927,0.022143865,0.017256944,15.189,-0.4148,41.5776,-1.8161539,-0.09810512,0.057300117,0,12.759426,20.159,
872,2990190000000,"[b0:e4:d5:39:26:89, 16398, 30, -58, 14:22:3b:16:5a:bd, 4371, 120, -49, cc:f4:11:8b:29:4d, 15570, 75, -52, b0:e4:d5:96:3b:95, 5148, 75, -48, 14:22:3b:2a:86:f5, 11628, 45, -55, f8:1a:2b:06:3c:0b, 7820, 45, -64]",2.99E+12,0.4851448,0.9182457,9.710074,-0.15409076,0.12003502,-0.029626964,15.8966,0.6222,40.7846,-1.8038368,-0.094169125,-0.049921524,0,12.748632,20.159,
873,2990660000000,"[b0:e4:d5:39:26:89, 16628, 105, -57, 14:22:3b:16:5a:bd, 4113, 90, -51, cc:f4:11:8b:29:4d, 15953, 60, -52, b0:e4:d5:96:3b:95, 4625, 75, -51, 14:22:3b:2a:86:f5, 11226, 75, -58, f8:1a:2b:06:3c:0b, 8328, 30, -64]",2.99E+12,1.8520447,-0.57607204,10.454242,-0.107665,-0.15485434,-0.12690726,15.189,-0.0366,41.5776,-1.2776562,0.054206118,-0.17533804,0,12.737838,20.159,
874,2990660000000,"[b0:e4:d5:39:26:89, 16628, 105, -57, 14:22:3b:16:5a:bd, 4113, 90, -51, cc:f4:11:8b:29:4d, 15953, 60, -52, b0:e4:d5:96:3b:95, 4625, 75, -51, 14:22:3b:2a:86:f5, 11226, 75, -58, f8:1a:2b:06:3c:0b, 8328, 30, -64]",2.99E+12,0.20458634,0.64247286,9.803992,0.19165897,-0.14553864,-0.01863139,15.2866,0.3416,41.370197,-1.7346429,-0.065423995,-0.020864628,0,12.727044,20.159,
875,2990660000000,"[b0:e4:d5:39:26:89, 16628, 105, -57, 14:22:3b:16:5a:bd, 4113, 90, -51, cc:f4:11:8b:29:4d, 15953, 60, -52, b0:e4:d5:96:3b:95, 4625, 75, -51, 14:22:3b:2a:86:f5, 11226, 75, -58, f8:1a:2b:06:3c:0b, 8328, 30, -64]",2.99E+12,0.39900318,1.625923,9.593424,0.011301007,0.006566802,-0.16417004,16.1772,0.43919998,41.1872,-1.9963295,-0.1677454,-0.041567363,0,12.71625,20.159,
876,2991120000000,"[b0:e4:d5:39:26:89, 16628, 60, -57, 14:22:3b:16:5a:bd, 6113, 285, -49, cc:f4:11:8b:29:4d, 16921, 45, -54, b0:e4:d5:96:3b:95, 5019, 120, -48, 14:22:3b:2a:86:f5, 11695, 75, -55, f8:1a:2b:06:3c:0b, 8574, 60, -61]",2.99E+12,-0.9942178,-0.22971097,10.12822,-0.116980694,0.001069014,0.03390302,14.8962,0.24399999,41.3458,-1.5104563,0.022567967,0.097849645,0,12.705456,20.159,
877,2991120000000,"[b0:e4:d5:39:26:89, 16628, 60, -57, 14:22:3b:16:5a:bd, 6113, 285, -49, cc:f4:11:8b:29:4d, 16921, 45, -54, b0:e4:d5:96:3b:95, 5019, 120, -48, 14:22:3b:2a:86:f5, 11695, 75, -55, f8:1a:2b:06:3c:0b, 8574, 60, -61]",2.99E+12,-0.98644114,0.17407785,9.57787,0.040775254,-0.026419923,0.035277467,15.591599,0.52459997,41.175,-1.5802746,-0.018077403,0.10262985,0,12.694662,20.159,
878,2991620000000,"[b0:e4:d5:39:26:89, 16500, 90, -58, 14:22:3b:16:5a:bd, 5105, 135, -46, cc:f4:11:8b:29:4d, 17156, 105, -55, b0:e4:d5:96:3b:95, 5199, 135, -50, 14:22:3b:2a:86:f5, 11667, 60, -56, f8:1a:2b:06:3c:0b, 8484, 75, -62]",2.99E+12,-1.0223335,0.50428736,9.62154,0.016187929,-0.06994407,0.008246681,15.1036,1.5616,41.3214,-1.5963839,-0.05207183,0.10585748,0,12.683868,20.159,
879,2991620000000,"[b0:e4:d5:39:26:89, 16500, 90, -58, 14:22:3b:16:5a:bd, 5105, 135, -46, cc:f4:11:8b:29:4d, 17156, 105, -55, b0:e4:d5:96:3b:95, 5199, 135, -50, 14:22:3b:2a:86:f5, 11667, 60, -56, f8:1a:2b:06:3c:0b, 8484, 75, -62]",2.99E+12,-0.8069794,0.42951167,9.574282,0.046883907,-0.022449298,0.009621128,15.7746,0.53679997,41.6874,-1.6362414,-0.04467273,0.08408741,0,12.673074,20.159,
880,2992080000000,"[b0:e4:d5:39:26:89, 16507, 75, -59, 14:22:3b:16:5a:bd, 4820, 105, -47, cc:f4:11:8b:29:4d, 16371, 165, -55, b0:e4:d5:96:3b:95, 5273, 30, -47, 14:22:3b:2a:86:f5, 11582, 75, -56, f8:1a:2b:06:3c:0b, 8308, 90, -65]",2.99E+12,0.66759753,-0.04007978,10.387841,-0.025045475,0.082924955,-0.06856962,15.3842,0.91499996,41.4556,-1.4860697,0.003850373,-0.06417894,0,12.66228,20.159,
881,2992080000000,"[b0:e4:d5:39:26:89, 16507, 75, -59, 14:22:3b:16:5a:bd, 4820, 105, -47, cc:f4:11:8b:29:4d, 16371, 165, -55, b0:e4:d5:96:3b:95, 5273, 30, -47, 14:22:3b:2a:86:f5, 11582, 75, -56, f8:1a:2b:06:3c:0b, 8308, 90, -65]",2.99E+12,0.5820541,0.6406783,9.899706,0.14523321,-0.05665775,0.02687807,15.189,1.6592,41.419,-1.6544418,-0.06451567,-0.05872748,0,12.651486,20.159,
882,2992080000000,"[b0:e4:d5:39:26:89, 16507, 75, -59, 14:22:3b:16:5a:bd, 4820, 105, -47, cc:f4:11:8b:29:4d, 16371, 165, -55, b0:e4:d5:96:3b:95, 5273, 30, -47, 14:22:3b:2a:86:f5, 11582, 75, -56, f8:1a:2b:06:3c:0b, 8308, 90, -65]",2.99E+12,1.1437693,1.7766708,9.285348,-0.004886922,-0.06780604,0.010690142,15.554999,1.6958,42.4316,-2.1390991,-0.18767123,-0.1225626,0,12.640692,20.159,
883,2992550000000,"[b0:e4:d5:39:26:89, 16539, 45, -60, 14:22:3b:16:5a:bd, 3785, 60, -46, cc:f4:11:8b:29:4d, 15367, 60, -54, b0:e4:d5:96:3b:95, 7500, 105, -50, 14:22:3b:2a:86:f5, 11453, 60, -57, f8:1a:2b:06:3c:0b, 12394, 105, -65]",2.99E+12,1.2077773,-1.3890336,10.175478,-0.16875152,0.08353582,-0.0346666,15.4696,0.92719996,41.9558,-0.99512863,0.13473512,-0.11814215,0,12.629898,20.159,
884,2992550000000,"[b0:e4:d5:39:26:89, 16539, 45, -60, 14:22:3b:16:5a:bd, 3785, 60, -46, cc:f4:11:8b:29:4d, 15367, 60, -54, b0:e4:d5:96:3b:95, 7500, 105, -50, 14:22:3b:2a:86:f5, 11453, 60, -57, f8:1a:2b:06:3c:0b, 12394, 105, -65]",2.99E+12,-0.9457632,-0.26261228,10.142577,0.1244638,-0.08399397,0.06963864,15.2378,1.6104,43.0416,-1.4319906,0.025774522,0.09297797,0,12.619104,20.159,
885,2993000000000,"[b0:e4:d5:39:26:89, 16457, 120, -61, 14:22:3b:16:5a:bd, 4085, 75, -45, cc:f4:11:8b:29:4d, 14179, 135, -55, b0:e4:d5:96:3b:95, 4882, 120, -47, 14:22:3b:2a:86:f5, 11390, 45, -59, f8:1a:2b:06:3c:0b, 12371, 255, -67]",2.99E+12,-2.2462623,1.2023934,9.569496,0.049480084,-0.07162395,-0.04932737,15.1768,1.4884,42.029,-1.6960447,-0.12171909,0.23055752,0,12.60831,20.159,
886,2993000000000,"[b0:e4:d5:39:26:89, 16457, 120, -61, 14:22:3b:16:5a:bd, 4085, 75, -45, cc:f4:11:8b:29:4d, 14179, 135, -55, b0:e4:d5:96:3b:95, 4882, 120, -47, 14:22:3b:2a:86:f5, 11390, 45, -59, f8:1a:2b:06:3c:0b, 12371, 255, -67]",2.99E+12,-0.87637126,-0.5617151,9.509077,-0.16325374,0.03970624,-0.001679879,14.9816,1.0979999,41.7362,-1.3885189,0.058754485,0.091901936,0,12.597516,20.159,
887,2993460000000,"[b0:e4:d5:39:26:89, 16148, 60, -62, 14:22:3b:16:5a:bd, 3667, 90, -44, cc:f4:11:8b:29:4d, 14519, 90, -54, b0:e4:d5:96:3b:95, 5242, 90, -45, 14:22:3b:2a:86:f5, 13187, 105, -60, f8:1a:2b:06:3c:0b, 9746, 150, -63]",2.99E+12,1.302892,-0.5341976,9.5455675,-0.06582073,0.07376198,-0.04917465,15.3842,1.5738,41.5288,-1.1801231,0.055392053,-0.13565356,0,12.586722,20.159,
888,2993460000000,"[b0:e4:d5:39:26:89, 16148, 60, -62, 14:22:3b:16:5a:bd, 3667, 90, -44, cc:f4:11:8b:29:4d, 14519, 90, -54, b0:e4:d5:96:3b:95, 5242, 90, -45, 14:22:3b:2a:86:f5, 13187, 105, -60, f8:1a:2b:06:3c:0b, 9746, 150, -63]",2.99E+12,0.6269195,1.1102697,9.734601,0.13775012,-0.06627888,0.003512475,15.5794,1.8543999,41.5288,-1.7965281,-0.11333046,-0.06431233,0,12.575928,20.159,
889,2993910000000,"[b0:e4:d5:39:26:89, 16121, 90, -64, 14:22:3b:16:5a:bd, 3871, 60, -43, cc:f4:11:8b:29:4d, 13960, 45, -53, b0:e4:d5:96:3b:95, 5410, 60, -44, 14:22:3b:2a:86:f5, 11082, 150, -59, f8:1a:2b:06:3c:0b, 13921, 90, -64]",2.99E+12,0.33379877,0.61435723,9.970892,-0.086132,-0.024281893,-0.069027774,15.164599,1.6836,42.1144,-1.6389126,-0.06150291,-0.033464827,0,12.565134,20.159,
890,2993910000000,"[b0:e4:d5:39:26:89, 16121, 90, -64, 14:22:3b:16:5a:bd, 3871, 60, -43, cc:f4:11:8b:29:4d, 13960, 45, -53, b0:e4:d5:96:3b:95, 5410, 60, -44, 14:22:3b:2a:86:f5, 11082, 150, -59, f8:1a:2b:06:3c:0b, 13921, 90, -64]",2.99E+12,-0.4959125,-0.29970104,9.363115,0.062002823,-0.023823744,0.047494773,14.8596,1.6836,42.7122,-1.3959538,0.031953007,0.05291503,0,12.55434,20.159,
891,2993910000000,"[b0:e4:d5:39:26:89, 16121, 90, -64, 14:22:3b:16:5a:bd, 3871, 60, -43, cc:f4:11:8b:29:4d, 13960, 45, -53, b0:e4:d5:96:3b:95, 5410, 60, -44, 14:22:3b:2a:86:f5, 11082, 150, -59, f8:1a:2b:06:3c:0b, 13921, 90, -64]",2.99E+12,-0.10468599,1.1670992,9.676575,0.0888809,-0.045356743,-0.099265605,15.0548,0.93939996,42.639,-1.8323374,-0.12002404,0.010818074,0,12.543546,20.159,
892,2994370000000,"[b0:e4:d5:39:26:89, 15890, 75, -65, 14:22:3b:16:5a:bd, 3953, 75, -41, cc:f4:11:8b:29:4d, 13867, 45, -51, b0:e4:d5:96:3b:95, 5433, 45, -42, 14:22:3b:2a:86:f5, 11000, 135, -61, f8:1a:2b:06:3c:0b, 9781, 75, -61]",2.99E+12,-0.18604197,1.0875379,10.242477,0.006108652,-0.035277467,0.04016439,14.884,1.2932,42.029,-1.767745,-0.105765514,0.018161768,0,12.532752,20.159,
893,2994370000000,"[b0:e4:d5:39:26:89, 15890, 75, -65, 14:22:3b:16:5a:bd, 3953, 75, -41, cc:f4:11:8b:29:4d, 13867, 45, -51, b0:e4:d5:96:3b:95, 5433, 45, -42, 14:22:3b:2a:86:f5, 11000, 135, -61, f8:1a:2b:06:3c:0b, 9781, 75, -61]",2.99E+12,-0.04007978,-0.58923256,9.8524475,0.00412334,-0.035124753,0.16249016,14.871799,0.732,42.2364,-1.3581206,0.059734058,0.00406798,0,12.521958,20.159,
894,2994900000000,"[b0:e4:d5:39:26:89, 15785, 90, -65, 14:22:3b:16:5a:bd, 3785, 90, -42, cc:f4:11:8b:29:4d, 13671, 90, -50, b0:e4:d5:96:3b:95, 5210, 30, -41, 14:22:3b:2a:86:f5, 11371, 60, -59, f8:1a:2b:06:3c:0b, 11152, 195, -63]",2.99E+12,0.37627137,0.8039884,9.267402,0.032223143,-0.044593163,0.029168816,14.6644,1.1101999,42.4194,-1.7696283,-0.0864669,-0.04057932,0,12.511164,20.159,
895,2994900000000,"[b0:e4:d5:39:26:89, 15785, 90, -65, 14:22:3b:16:5a:bd, 3785, 90, -42, cc:f4:11:8b:29:4d, 13671, 90, -50, b0:e4:d5:96:3b:95, 5210, 30, -41, 14:22:3b:2a:86:f5, 11371, 60, -59, f8:1a:2b:06:3c:0b, 11152, 195, -63]",2.99E+12,-0.381057,0.37986058,9.583853,-0.13942999,0.06169739,0.13561209,13.9934,1.1956,42.273,-1.5998328,-0.039583497,0.03973938,0,12.50037,20.159,
896,2995350000000,"[b0:e4:d5:39:26:89, 15457, 225, -66, 14:22:3b:16:5a:bd, 3855, 75, -42, cc:f4:11:8b:29:4d, 14042, 60, -48, b0:e4:d5:96:3b:95, 5125, 105, -41, 14:22:3b:2a:86:f5, 11496, 75, -58, f8:1a:2b:06:3c:0b, 9468, 60, -63]",3.00E+12,-0.098703936,0.3397808,9.398409,0.010842858,-0.03924809,-0.05421429,14.969399,1.0248,42.2364,-1.6029675,-0.036135286,0.01050181,0,12.489576,20.159,
897,2995350000000,"[b0:e4:d5:39:26:89, 15457, 225, -66, 14:22:3b:16:5a:bd, 3855, 75, -42, cc:f4:11:8b:29:4d, 14042, 60, -48, b0:e4:d5:96:3b:95, 5125, 105, -41, 14:22:3b:2a:86:f5, 11496, 75, -58, f8:1a:2b:06:3c:0b, 9468, 60, -63]",3.00E+12,0.27517462,-0.65024954,10.309476,-0.04520403,0.003512475,-0.01863139,14.7498,0.0854,42.9562,-1.3668759,0.062967196,-0.02668509,0,12.478782,20.159,
898,2995350000000,"[b0:e4:d5:39:26:89, 15457, 225, -66, 14:22:3b:16:5a:bd, 3855, 75, -42, cc:f4:11:8b:29:4d, 14042, 60, -48, b0:e4:d5:96:3b:95, 5125, 105, -41, 14:22:3b:2a:86:f5, 11496, 75, -58, f8:1a:2b:06:3c:0b, 9468, 60, -63]",3.00E+12,0.1794617,0.8386843,9.76152,0.030390546,0.020005837,0.002290745,14.3716,0.2562,42.4316,-1.815848,-0.08569251,-0.018382534,0,12.467988,20.159,
899,2995820000000,"[b0:e4:d5:39:26:89, 15828, 30, -63, 14:22:3b:16:5a:bd, 2929, 105, -48, cc:f4:11:8b:29:4d, 13679, 105, -47, b0:e4:d5:96:3b:95, 5164, 135, -41, 14:22:3b:2a:86:f5, 11730, 105, -56, f8:1a:2b:06:3c:0b, 9859, 45, -62]",3.00E+12,0.33320054,0.016151553,10.01157,-0.06994407,-0.003970624,-0.012675454,14.5546,0.6466,42.9318,-1.5268688,-0.001612395,-0.033269268,0,12.457194,20.159,
900,2995820000000,"[b0:e4:d5:39:26:89, 15828, 30, -63, 14:22:3b:16:5a:bd, 2929, 105, -48, cc:f4:11:8b:29:4d, 13679, 105, -47, b0:e4:d5:96:3b:95, 5164, 135, -41, 14:22:3b:2a:86:f5, 11730, 105, -56, f8:1a:2b:06:3c:0b, 9859, 45, -62]",3.00E+12,0.25722843,1.3214363,10.171889,0.039095376,-0.001374447,-0.046731193,14.7498,0.56119996,43.0416,-1.9238784,-0.12914626,-0.02528278,0,12.4464,20.159,
901,2996270000000,"[b0:e4:d5:39:26:89, 15605, 90, -63, 14:22:3b:16:5a:bd, 3050, 75, -48, cc:f4:11:8b:29:4d, 13796, 45, -46, b0:e4:d5:96:3b:95, 4972, 75, -43, 14:22:3b:2a:86:f5, 11507, 90, -58, f8:1a:2b:06:3c:0b, 12035, 390, -64]",3.00E+12,-1.5104693,0.58564335,9.74477,-0.049938235,-0.044745877,-0.041996986,14.335,1.1345999,43.700397,-1.6329135,-0.05931934,0.1537793,0,12.435606,20.159,
902,2996270000000,"[b0:e4:d5:39:26:89, 15605, 90, -63, 14:22:3b:16:5a:bd, 3050, 75, -48, cc:f4:11:8b:29:4d, 13796, 45, -46, b0:e4:d5:96:3b:95, 4972, 75, -43, 14:22:3b:2a:86:f5, 11507, 90, -58, f8:1a:2b:06:3c:0b, 12035, 390, -64]",3.00E+12,-1.2909278,-0.08255238,9.876375,0.08506299,-0.010690142,-0.04046982,14.737599,0.1952,43.3588,-1.5443268,0.008287882,0.12997182,0,12.424812,20.159,
903,2996730000000,"[b0:e4:d5:39:26:89, 15625, 60, -62, 14:22:3b:16:5a:bd, 3695, 75, -45, cc:f4:11:8b:29:4d, 13796, 30, -45, b0:e4:d5:96:3b:95, 5277, 60, -44, 14:22:3b:2a:86:f5, 12140, 60, -54, f8:1a:2b:06:3c:0b, 11691, 180, -66]",3.00E+12,-0.5814559,0.27218357,9.920643,0.015577064,0.03481932,0.06719518,14.3594,0.8296,42.7122,-1.5895132,-0.027382232,0.05854373,0,12.414018,20.159,
904,2996730000000,"[b0:e4:d5:39:26:89, 15625, 60, -62, 14:22:3b:16:5a:bd, 3695, 75, -45, cc:f4:11:8b:29:4d, 13796, 30, -45, b0:e4:d5:96:3b:95, 5277, 60, -44, 14:22:3b:2a:86:f5, 12140, 60, -54, f8:1a:2b:06:3c:0b, 11691, 180, -66]",3.00E+12,0.70348984,0.34456646,9.979865,0.1994475,-0.079107046,-0.112704635,14.457,0.56119996,43.0294,-1.6541044,-0.034427095,-0.07037451,0,12.403224,20.159,
905,2997190000000,"[b0:e4:d5:39:26:89, 16101, 45, -60, 14:22:3b:16:5a:bd, 3812, 45, -44, cc:f4:11:8b:29:4d, 13621, 90, -47, b0:e4:d5:96:3b:95, 5582, 75, -45, 14:22:3b:2a:86:f5, 11382, 90, -59, f8:1a:2b:06:3c:0b, 11414, 165, -64]",3.00E+12,-0.8147561,0.14596218,9.8727865,-0.014660766,0.060628377,-0.00870483,13.981199,0.54899997,42.5902,-1.5742062,-0.014733139,0.082338855,0,12.39243,20.159,
906,2997190000000,"[b0:e4:d5:39:26:89, 16101, 45, -60, 14:22:3b:16:5a:bd, 3812, 45, -44, cc:f4:11:8b:29:4d, 13621, 90, -47, b0:e4:d5:96:3b:95, 5582, 75, -45, 14:22:3b:2a:86:f5, 11382, 90, -59, f8:1a:2b:06:3c:0b, 11414, 165, -64]",3.00E+12,-0.7160522,-0.28893334,10.023534,0.010079277,0.03924809,0.2582433,14.3716,0.0732,42.529198,-1.4981976,0.028744306,0.07131595,0,12.381636,20.159,
907,2997190000000,"[b0:e4:d5:39:26:89, 16101, 45, -60, 14:22:3b:16:5a:bd, 3812, 45, -44, cc:f4:11:8b:29:4d, 13621, 90, -47, b0:e4:d5:96:3b:95, 5582, 75, -45, 14:22:3b:2a:86:f5, 11382, 90, -59, f8:1a:2b:06:3c:0b, 11414, 165, -64]",3.00E+12,0.3469593,0.79142606,9.928419,0.0729984,-0.017562376,0.043982297,13.359,0.1708,43.383198,-1.8434823,-0.07949668,-0.03493186,0,12.370842,20.159,
908,2997660000000,"[b0:e4:d5:39:26:89, 16218, 90, -58, 14:22:3b:16:5a:bd, 3132, 75, -47, cc:f4:11:8b:29:4d, 13625, 60, -47, b0:e4:d5:96:3b:95, 5296, 60, -48, 14:22:3b:2a:86:f5, 11726, 60, -57, f8:1a:2b:06:3c:0b, 10617, 75, -66]",3.00E+12,0.55034924,-0.2883351,10.030114,-0.061391957,0.009315695,-0.011301007,12.4684,0.46359998,43.8346,-1.3994436,0.028695885,-0.054814722,0,12.360048,20.159,
