Time Stamp (ms),M1-M2 RTT Distance (m),RTT std (m),RSS (dBm)
235408,7.558,0.331,-77
236455,7.158,1.061,-80
237513,7.105,0.46,-72
238552,6.823,0.438,-74
239599,7.274,0.542,-74
240651,6.767,0.495,-75
242747,6.696,0.767,-77
243794,6.31,0.67,-83
244839,7.022,1.353,-84
245892,6.687,0.417,-75
247072,6.364,0.61,-81
249042,8.052,1.603,-85
252192,6.134,1.155,-82
253233,6.786,1.899,-73
254282,5.625,1.543,-68
255332,6.563,0.484,-80
257431,6.978,0.327,-77
258475,8.576,0.55,-76
260579,5.789,0.748,-76
262670,8.339,1.32,-74
264902,8.708,0.387,-81
265816,8.304,0.861,-73
266867,9.411,0.365,-78
268963,8.468,0.547,-80
270020,9.361,0.381,-82
271058,8.105,0.556,-83
272108,9.211,0.281,-78
273156,9.307,0.558,-80
274206,8.058,0.408,-79
275252,6.761,2.481,-78
276301,9.462,0.862,-78
278398,10.646,0.619,-83
280494,9.225,0.355,-74
281545,9.93,0.264,-76
283774,8.902,0.589,-79
284689,9.146,0.295,-76
286788,10.324,0.556,-82
287846,8.722,1.048,-82
288884,8.768,1.113,-79
290981,10.416,1.062,-81
292030,9.568,0.555,-78
293079,11.289,0.918,-81
295177,9.57,0.463,-82
296222,9.824,0.498,-75
297272,10.371,0.567,-78
298334,9.448,1.032,-92
299372,12.284,0.442,-85
300420,12.268,1.266,-80
301465,11.056,1.119,-81
302516,11.215,0.832,-80
303564,13.142,0.465,-87
304622,14.552,0.762,-86
305661,10.655,0.841,-87
306711,13.015,1.079,-86
307889,12.172,0.552,-82
308807,13.629,1.304,-87
309866,14.261,0.776,-86
311953,12.682,0.93,-85
313001,11.858,0.622,-87
314179,15.355,0.593,-85
315099,11.808,1.604,-85
316151,13.468,0.294,-85
317197,11.43,0.849,-86
318245,14.054,0.651,-89
319303,14.269,1.522,-89
320889,17.202,0.99,-80
321924,13.268,0.488,-85
324022,15.463,1.108,-84
325061,13.939,1.721,-81
335546,16.946,0.774,-88
336726,13.939,0.444,-80
337642,14.827,0.58,-84
338693,16.087,0.886,-83
340792,18.178,0.731,-87
341838,16.14,0.82,-87
342878,16.59,0.633,-88
344072,16.388,1.861,-90
344988,15.263,0.271,-87
346031,19.815,0,-87
348128,16.132,0.949,-91
349179,17.679,0.864,-89
350231,18.544,2.042,-93
