Time Stamp (ms),M1-M2 RTT Distance (m),RTT std (m),RSS (dBm),real_distance,rtt_kalman
57167,18.292,0.045,-52,16.00611,16.58893087
57672,18.253,0.105,-54,15.95593,16.5142449
58212,17.996,0.09,-56,15.91345,16.42641557
58734,17.593,0.03,-57,15.85686,16.31586506
59272,17.375,0.075,-57,15.80769,16.19756826
59775,17.562,0.09,-55,15.75893,16.10128063
60321,17.781,0.09,-59,15.69887,16.02772245
60837,17.585,0.075,-59,15.65279,15.9453372
61343,17.492,0.045,-56,15.60303,15.86218664
61887,17.203,0.18,-57,15.54301,15.76419602
62404,17.425,0.075,-62,15.498,15.6892739
62938,16.609,0.045,-63,15.43747,15.56092634
63448,17.542,0.09,-61,15.39302,15.50909272
63966,16.753,0.06,-61,15.34189,15.40411568
64500,16.636,0.12,-59,15.28778,15.2982718
65022,18.933,0.09,-55,15.23404,15.36565226
65544,18.25,0.06,-56,15.18528,15.37893679
66072,17.265,0.105,-58,15.12999,15.32025357
66603,17.171,0.105,-56,15.08252,15.25902426
67120,17.546,0.105,-56,15.03377,15.22924328
67636,17.41,0.09,-57,14.98107,15.1918048
68166,17.871,0.045,-58,14.931,15.19029943
68702,21.316,0.195,-65,14.87688,15.43725755
69208,18.75,0.105,-59,14.8255,15.48142573
69734,20.57,0.15,-58,14.77688,15.65361621
70268,20.171,0.105,-60,14.72323,15.7846289
70809,16.792,0.105,-59,14.66689,15.66259988
71311,15.734,0.105,-59,14.61995,15.47309527
71836,16.226,0.075,-59,14.56865,15.33272112
72375,16.179,0.045,-56,14.5116,15.19907832
72884,15.75,0.09,-58,14.46435,15.04414267
73413,16.023,0.135,-56,14.41558,14.92005738
73928,16.312,0.075,-56,14.36043,14.82575187
74463,16.632,0.09,-53,14.30816,14.76131416
74993,16.757,0.06,-52,14.25177,14.71053323
75516,16.726,0.075,-51,14.20305,14.66117828
76030,15.98,0.075,-53,14.14817,14.56160115
76561,15.433,0.075,-55,14.09386,14.42976858
77100,16.238,0.075,-54,14.04439,14.36547348
77608,16.738,0.09,-53,13.98661,14.34185916
78137,16.492,0.105,-53,13.93426,14.30221272
78650,15.699,0.09,-60,13.88558,14.20825591
79169,15.667,0.09,-59,13.8333,14.11876557
79701,16.425,0.09,-57,13.78249,14.09037194
80227,19.433,0.24,-60,13.73894,14.28087624
80743,16.132,0.15,-58,13.6864,14.21967317
81268,17.035,0.09,-55,13.63277,14.22798083
81792,16.312,0.18,-57,13.57905,14.18356748
82329,16.582,0.27,-58,13.53158,14.1618206
82855,18.562,0.09,-57,13.47367,14.28438249
83372,17.98,0.24,-54,13.4265,14.35615162
83908,16.23,0.21,-58,13.37462,14.29658688
84416,19.343,0.27,-61,13.32901,14.46573681
84941,16.476,0.105,-58,13.27159,14.4160065
85474,15.902,0.09,-54,13.21623,14.3284808
85992,16.351,0.09,-55,13.16965,14.27963392
86524,15.074,0.15,-60,13.12201,14.14224768
87039,16.207,0.195,-58,13.06982,14.09644528
87580,15.136,0.09,-61,13.01382,13.97673488
88096,17.136,0.195,-58,12.96705,14.00983731
88615,16.304,0.105,-56,12.9226,13.98057331
89141,15.687,0.09,-55,12.86307,13.90893855
89675,14.617,0.18,-59,12.81461,13.76533015
90190,14.5,0.09,-55,12.7603,13.62363985
90716,14.792,0.135,-55,12.70573,13.51321478
91236,14.925,0.09,-53,12.65039,13.42033847
91763,15.425,0.06,-54,12.60436,13.37020337
92305,16.636,0.06,-59,12.55368,13.41098526
92806,14.515,0.12,-57,12.50881,13.29592124
93333,14.699,0.045,-57,12.45246,13.20241707
93865,15.039,0.06,-56,12.39991,13.14016474
94382,15.308,0.225,-62,12.34549,13.10179282
94911,15.441,0.09,-59,12.30053,13.0757753
95450,20.437,0.285,-61,12.2442,13.41180219
95954,15.539,0.09,-60,12.19079,13.3705009
96472,15.644,0.06,-57,12.1416,13.33974664
96999,16.765,0.06,-61,12.09664,13.39202396
97533,16.199,0.12,-58,12.04264,13.39972884
98047,16.476,0.195,-59,11.99374,13.42684759
98596,14.351,0.105,-59,11.94597,13.29881706
99102,15.062,0.24,-57,11.8865,13.23127331
99646,14.046,0.18,-62,11.84064,13.09535394
100158,17.406,0.165,-58,11.79643,13.21146026
100685,16.261,0.195,-58,11.74651,13.23665174
101199,13.941,0.135,-62,11.69505,13.09277503
101716,17.566,0.165,-61,11.64087,13.2206019
102256,23.82,0.24,-64,11.59941,13.79007346
102786,17.156,0.18,-61,11.54251,13.83807425
103297,13.781,0.06,-59,11.4926,13.63930606
103829,13.886,0.15,-59,11.44669,13.46243676
104344,14.835,0.12,-58,11.40129,13.36673284
104879,13.984,0.105,-58,11.34764,13.21657845
105387,13.863,0.105,-57,11.30179,13.0685257
105918,14.027,0.105,-56,11.24985,12.94296915
106456,14.125,0.135,-55,11.20388,12.83352899
106977,13.597,0.075,-55,11.15151,12.69391416
107484,13.8,0.045,-54,11.10665,12.57899879
108010,13.898,0.09,-54,11.05387,12.47943268
108533,13.593,0.09,-55,11.00834,12.36505647
109059,13.234,0.135,-61,10.95735,12.23304487
109580,20.48,0.27,-62,10.91463,12.63292455
110108,16.156,0.045,-54,10.85511,12.69225336
110629,14.351,0.075,-54,10.80305,12.61718009
111176,12.953,0.075,-58,10.76,12.44673508
111705,12.343,0.075,-56,10.7045,12.24460176
112212,12.886,0.06,-56,10.66463,12.09618599
112733,13.503,0.09,-56,10.60912,12.00294999
113256,13.136,0.075,-54,10.56558,11.88997787
113774,13.003,0.09,-55,10.51906,11.77556181
114326,12.347,0.15,-58,10.46093,11.62210208
114824,11.867,0.09,-61,10.41971,11.44510146
115346,14.46,0.075,-57,10.37203,11.46779398
115872,15.972,0.06,-56,10.31899,11.59785282
116398,14.503,0.12,-59,10.26591,11.61263335
116924,12.605,0.15,-57,10.22297,11.48951881
117452,18.757,0.18,-56,10.16814,11.81878613
117980,12.382,0.06,-56,10.11576,11.66473354
118499,12.527,0.075,-56,10.07367,11.53223994
119019,11.726,0.06,-54,10.02264,11.35155263
119568,12.128,0.075,-57,9.97485,11.21287192
120077,13.113,0.075,-57,9.92122,11.15519883
120607,16.722,0.24,-58,9.87925,11.36186139
121120,13.691,0.15,-55,9.83154,11.33511642
121642,12.546,0.105,-56,9.7859,11.22775482
122165,12.277,0.195,-59,9.73759,11.10874038
122698,12.808,0.09,-56,9.69695,11.0365863
123223,12.351,0.15,-56,9.64817,10.93668806
123747,11.558,0.06,-54,9.5953,10.78682303
124287,11.39,0.06,-54,9.553,10.63565049
124786,11.078,0.09,-58,9.49801,10.47288353
125313,11.773,0.06,-57,9.45773,10.37195406
125862,12.542,0.06,-54,9.40236,10.33373896
126376,11.792,0.03,-55,9.35795,10.24421024
126884,15.64,0.225,-56,9.31753,10.4385435
127432,12.578,0.15,-55,9.2691,10.39812323
127934,11.117,0.09,-53,9.22237,10.2552913
128458,11.343,0.09,-53,9.16838,10.13904885
128988,10.921,0.15,-55,9.12433,10.0007638
129513,11.183,0.12,-53,9.07872,9.891335744
130552,14.105,0.24,-56,8.9871,10.00044757
131080,13.378,0.105,-59,8.93969,10.049283
132129,16.789,0.225,-57,8.84796,10.34050172
132666,9.753,0.12,-59,8.80237,10.10349104
133200,10.753,0.135,-58,8.75612,9.955658012
133703,10.41,0.105,-54,8.71095,9.793754981
134230,10.441,0.09,-55,8.66205,9.645758455
134758,10.667,0.105,-56,8.62204,9.524723738
135297,10.074,0.15,-60,8.57199,9.369664258
135801,9.691,0.12,-59,8.52892,9.198172078
136850,9.812,0.06,-58,8.43684,9.047765919
137383,9.898,0.045,-54,8.39246,8.91440248
137898,9.812,0.12,-57,8.35081,8.784453417
138422,11.851,0.21,-58,8.30346,8.810866873
138946,11.058,0.12,-55,8.25384,8.778207665
139481,10.089,0.165,-58,8.21319,8.678046282
140004,9.128,0.06,-55,8.17481,8.51582572
140526,9.882,0.09,-53,8.12088,8.419656659
141049,10.48,0.06,-54,8.08062,8.373531149
141570,11.96,0.06,-52,8.03083,8.437426167
142092,10.367,0.225,-53,7.98876,8.381873313
142637,12.484,0.09,-55,7.94694,8.482942849
143140,12.691,0.27,-55,7.90224,8.591649157
143662,12.347,0.06,-56,7.85841,8.667719319
144195,9.343,0.105,-56,7.81393,8.521742891
144708,9.988,0,-55,7.76993,8.432788949
145234,10.738,0.09,-54,7.72492,8.404316315
145769,10.125,0.105,-59,7.67983,8.333704242
146289,15.597,0.3,-58,7.63682,8.662666931
146813,11.042,0.24,-59,7.59491,8.63953807
147347,11.792,0.24,-56,7.55428,8.672145153
147857,10.019,0.09,-55,7.51246,8.57458347
148380,10.023,0.075,-54,7.46137,8.484343425
148903,10.035,0.165,-55,7.42023,8.401473927
149435,10.296,0.105,-57,7.37568,8.343394397
149964,9.968,0.12,-59,7.33423,8.265855862
150498,11.257,0.225,-59,7.29449,8.286832971
151016,11.558,0.255,-54,7.25179,8.32799735
151533,12.082,0.255,-57,7.21065,8.403970077
152056,11.312,0.24,-58,7.17292,8.418955491
152578,12.027,0.165,-59,7.13275,8.484405971
153118,10.195,0.27,-59,7.09509,8.413066593
153628,10.058,0.27,-59,7.04778,8.336993582
154148,12.222,0.225,-62,7.00436,8.422410566
154686,13.507,0.3,-59,6.97172,8.594307284
155200,9.457,0.105,-59,6.93069,8.461841589
155719,11.16,0.09,-56,6.88963,8.461697119
156249,8.613,0.12,-58,6.85085,8.277946192
156786,12.898,0.27,-64,6.81347,8.41635374
157301,9.148,0.3,-58,6.76819,8.274440556
157828,7.914,0.18,-58,6.72839,8.053797141
158347,7.98,0.15,-59,6.69153,7.853818058
158872,8.558,0.09,-57,6.64549,7.709924415
159401,9.148,0.075,-51,6.60893,7.618938081
159921,8.933,0.105,-54,6.57191,7.519011342
160448,7.921,0.09,-55,6.53468,7.353331845
160975,7.519,0.135,-57,6.49782,7.170615514
161489,7.839,0.24,-58,6.45895,7.024140553
162010,9.093,0.165,-55,6.41616,6.9786277
162539,7.804,0.09,-57,6.37982,6.843470039
163064,6.855,0.105,-57,6.34371,6.649641197
163608,13.003,0.315,-57,6.30598,6.913003683
164128,8.179,0.075,-53,6.26914,6.809611177
164657,7.351,0.12,-57,6.22293,6.653980586
165161,7.519,0.105,-53,6.18035,6.521680844
165683,8.296,0.09,-51,6.13221,6.454933699
166203,7.019,0.06,-56,6.08429,6.300937634
167256,7.089,0.06,-56,5.9882,6.163089624
167782,6.582,0.06,-57,5.93552,5.998628793
168321,7.82,0.06,-53,5.88832,5.935273217
168829,7.402,0.09,-53,5.84309,5.846350759
169357,7.066,0.18,-55,5.79223,5.739616046
169898,6.781,0.03,-55,5.73673,5.620029836
170427,7.105,0.12,-56,5.69483,5.53242228
170930,6.906,0.045,-55,5.64785,5.436784203
171448,6.96,0.06,-58,5.59872,5.351933661
171984,7.578,0.21,-57,5.55108,5.317752541
172498,7.562,0.06,-56,5.50401,5.284882093
173037,7.675,0.09,-56,5.45562,5.262527624
173546,8.281,0.135,-55,5.40682,5.285472106
174071,12.265,0.27,-56,5.35839,5.593974764
174612,7.796,0.24,-55,5.31449,5.55806071
175123,7.328,0.105,-52,5.27074,5.490996929
175654,7.89,0.06,-52,5.22417,5.469283193
176183,7.71,0.03,-52,5.18078,5.436158354
176703,6.55,0.165,-56,5.12985,5.321795444
177221,6.375,0.09,-58,5.09326,5.203061014
177748,6.816,0.15,-59,5.03766,5.124678531
178267,7.636,0.255,-59,4.99656,5.111061652
178790,7.839,0.27,-61,4.9555,5.113060982
179310,8.457,0.18,-60,4.90657,5.159468683
179838,6.402,0.105,-56,4.86286,5.054382941
180367,6.507,0.06,-55,4.82186,4.964442483
180893,6.679,0.09,-51,4.77545,4.893385606
181419,6.75,0.075,-49,4.73385,4.832569746
181955,6.421,0.075,-50,4.68761,4.752420053
182481,6.652,0.06,-49,4.64685,4.694701512
182992,6.144,0.09,-51,4.60343,4.604521484
183511,6.425,0.06,-49,4.56422,4.541100271
184039,6.734,0.075,-47,4.52167,4.504527379
184582,6.07,0.075,-49,4.47755,4.422722335
185090,5.792,0.075,-50,4.4385,4.326773242
185614,5.699,0.06,-51,4.39986,4.231036665
186136,5.886,0.075,-50,4.35505,4.155682883
186662,5.957,0.045,-55,4.31727,4.090879886
187191,5.828,0.075,-54,4.28242,4.021448776
187720,6.109,0.045,-50,4.24262,3.977280682
188252,6.062,0.06,-52,4.20313,3.932908391
188755,5.902,0.075,-51,4.16121,3.880200292
189293,6.199,0.12,-53,4.1285,3.852703102
189798,5.863,0.045,-54,4.08685,3.802965477
190325,5.824,0.09,-53,4.05073,3.754001898
191374,6.332,0.075,-50,3.98356,3.745190575
191902,6.417,0.165,-52,3.94145,3.743142235
192428,6.554,0.24,-53,3.91256,3.751118088
192962,5.191,0.15,-57,3.87329,3.660258339
193492,6.203,0.12,-52,3.84126,3.648905242
193993,5.781,0.075,-53,3.81201,3.607948012
194532,5.32,0.12,-59,3.77561,3.536709261
195054,5.14,0.18,-56,3.746,3.457629691
195582,6.074,0.105,-53,3.70857,3.451584403
196093,5.156,0.105,-54,3.68256,3.37979499
196615,5.972,0.09,-51,3.64964,3.372007519
197155,4.796,0.105,-54,3.62177,3.28000193
197671,5.429,0.18,-51,3.59289,3.240262945
198200,5.085,0.105,-53,3.56564,3.178589313
198720,5.085,0.075,-53,3.53462,3.121361764
199244,4.484,0.15,-53,3.50736,3.024932829
199766,4.386,0.135,-53,3.48171,2.928390545
200296,4.816,0.12,-51,3.45484,2.869807359
200806,4.753,0.075,-51,3.43153,2.810905704
201334,5.101,0.06,-50,3.40797,2.781338118
201861,5.261,0.06,-49,3.38303,2.765436702
202410,5.132,0.075,-50,3.36118,2.741381833
202909,4.46,0.045,-53,3.34167,2.670615651
203433,4.988,0.135,-53,3.31974,2.643015315
203964,5.097,0.3,-55,3.3014,2.625262666
204489,5.273,0.225,-57,3.28433,2.621477907
205009,4.726,0.165,-58,3.26675,2.578531981
205529,5.625,0.075,-56,3.24965,2.603492244
206062,5.531,0.195,-55,3.23188,2.619876514
206591,5.167,0.165,-53,3.21724,2.608838353
207117,5.234,0.225,-56,3.20307,2.603426065
207637,4.113,0.06,-54,3.18845,2.51758946
208179,4.578,0.105,-53,3.1752,2.471463373
208676,4.066,0.105,-50,3.16327,2.391751728
209204,4.14,0.075,-51,3.15145,2.323121302
209734,4.039,0.045,-50,3.14221,2.252157244
210269,4.957,0.045,-48,3.13348,2.252488953
210777,4.527,0.075,-50,3.12539,2.221797435
211301,4.566,0.075,-48,3.11883,2.19613005
211821,4.914,0.06,-48,3.11287,2.197400857
212350,4.738,0.03,-50,3.10865,2.185891959
212871,4.875,0.045,-49,3.10468,2.185089269
213400,5.046,0.09,-47,3.10222,2.196672081
213919,4.218,0.075,-50,3.10053,2.147728178
214443,4.515,0.06,-51,3.1,2.12372382
214978,4.675,0.06,-48,3.10051,2.112984578
215497,3.941,0.18,-52,3.10197,2.050104423
216023,4.472,0.075,-50,3.10479,2.030037881
216556,4.781,0.015,-50,3.10834,2.033694197
217084,4.878,0.075,-48,3.11314,2.044079796
217617,4.023,0.06,-50,3.11929,1.99207852
218115,4.382,0.105,-51,3.12517,1.969706866
218638,5.054,0.06,-47,3.13239,1.997393436
219178,4.367,0.06,-51,3.14079,1.973557255
219692,5.023,0.09,-48,3.14898,1.998731415
220214,4.23,0.03,-51,3.1604,1.964922252
220740,5.113,0.225,-50,3.17094,1.997207142
221284,5.113,0.06,-49,3.18625,2.027164598
221791,5.042,0.045,-49,3.1989,2.049843914
222316,5.132,0.075,-48,3.21349,2.077376495
222830,5.472,0.03,-50,3.22851,2.127435324
223372,5.39,0.045,-49,3.24515,2.16797389
223880,5.605,0.075,-53,3.26253,2.221089667
224410,5.132,0.105,-56,3.28205,2.236277054
224943,4.835,0.105,-56,3.29967,2.228958421
225470,5.648,0.06,-57,3.31992,2.280777723
225983,5.656,0.09,-54,3.33917,2.329438077
226508,5.91,0.09,-54,3.36192,2.392901704
227039,5.476,0.075,-55,3.38355,2.420502526
227558,7.011,0.105,-52,3.40464,2.556773935
228100,9.25,0.135,-56,3.43229,2.844634179
228618,5.222,0.075,-55,3.45557,2.821358152
229133,4.824,0.06,-53,3.47898,2.771067718
229650,4.652,0.06,-49,3.50837,2.71200302
230172,5.292,0.105,-49,3.53306,2.703334842
230704,4.949,0.105,-48,3.56127,2.670564197
231219,5.519,0.075,-48,3.59309,2.681248119
231744,5.382,0.075,-50,3.62009,2.681285306
232294,5.824,0.03,-49,3.65112,2.713184224
232797,4.066,0.075,-58,3.68026,2.6160468
233323,5.785,0.15,-57,3.70783,2.649837229
233847,6.316,0.12,-53,3.7454,2.719472239
234368,4.679,0.06,-56,3.77544,2.666073554
234890,5.343,0.06,-51,3.80878,2.664393118
235417,5.921,0.06,-47,3.84454,2.704502671
235956,5.296,0.105,-49,3.87606,2.696663562
237015,5.078,0.105,-53,3.94762,2.673673648
237513,5.121,0.06,-51,3.98208,2.655441019
238048,5.48,0.075,-53,4.02166,2.664403613
239095,6.863,0.075,-53,4.09633,2.772422537
239629,7.46,0,-53,4.13223,2.915692904
240138,7.738,0.09,-56,4.16835,3.068676255
240657,5.789,0.105,-55,4.20558,3.070124762
241193,6.429,0.105,-51,4.24711,3.11760736
241708,6.406,0.12,-58,4.28349,3.16000881
242242,8.746,0.135,-58,4.3241,3.368047463
242756,6.996,0.27,-56,4.36506,3.434928502
243282,6.984,0.09,-57,4.40373,3.496122956
243819,6.136,0.135,-58,4.4504,3.491772337
244336,6.335,0.225,-61,4.49015,3.502081552
245381,7.964,0.075,-55,4.56847,3.629084509
245926,6.339,0.135,-59,4.61275,3.629783185
246427,6.031,0.225,-61,4.65374,3.608227332
246950,5.972,0.09,-56,4.69845,3.583972058
247491,6.093,0.225,-61,4.7432,3.570188421
248000,6.339,0.045,-59,4.78448,3.575132946
248524,6.195,0.06,-56,4.82633,3.569339852
249050,6.605,0.105,-59,4.87289,3.593521871
249575,4.988,0.105,-63,4.9171,3.499388754
250110,6.445,0.03,-56,4.9607,3.517078955
250636,6.531,0.075,-56,5.00821,3.539693722
251168,6.074,0.12,-61,5.05553,3.527732397
251672,6.843,0.075,-57,5.09846,3.572071679
252195,6.562,0.105,-57,5.13936,3.592956827
252719,6.777,0.09,-61,5.18105,3.627836012
253242,14.23,0.21,-63,5.22986,4.197498163
253777,7.531,0.075,-59,5.27301,4.243152593
254290,7.976,0.105,-60,5.32686,4.317596457
254825,13.402,0.105,-63,5.3702,4.777841722
255346,11.765,0.075,-60,5.41486,5.086894
255867,10.347,0.285,-60,5.46033,5.271440894
256404,7.277,0.165,-62,5.51542,5.22136302
256928,9.261,0.15,-61,5.5587,5.317924682
257462,11.093,0.24,-62,5.60446,5.539596663
257960,9.429,0.06,-62,5.64484,5.625328059
258487,8.187,0.27,-63,5.69522,5.61534148
259021,7.32,0.165,-63,5.74822,5.543571568
259545,7.816,0.03,-60,5.79771,5.512732936
260062,7.609,0.09,-58,5.84918,5.46919455
260589,9.523,0.24,-62,5.88914,5.566777865
261126,9.816,0.18,-61,5.94203,5.678449137
261642,7.566,0.09,-60,5.99171,5.619864254
262173,8.214,0.075,-61,6.04133,5.612218032
262695,7.964,0.12,-59,6.08905,5.587100172
263231,7.98,0.105,-59,6.13853,5.564946535
263731,7.574,0.03,-56,6.18519,5.515120844
264263,7.332,0.045,-57,6.232,5.451440987
264783,8.609,0.06,-60,6.2857,5.484412598
265318,6.511,0.135,-63,6.3473,5.36375945
265825,7.871,0.075,-58,6.39677,5.349848594
266350,7.839,0.045,-58,6.45071,5.334633652
266876,8.085,0.075,-61,6.49863,5.338250055
267407,7.039,0,-60,6.5597,5.266198115
268451,8.441,0.09,-59,6.66147,5.30041262
268978,8.105,0.09,-59,6.7051,5.307937863
269497,8.3,0.06,-58,6.76217,5.328978436
270023,14.214,0.315,-62,6.81084,5.774850899
270546,8.914,0.075,-59,6.86368,5.806495611
271072,8.91,0.09,-58,6.91854,5.835570673
271594,10.21,0.12,-60,6.97335,5.956268559
272129,8.91,0.105,-58,7.02129,5.974546413
272642,8.281,0.135,-60,7.07037,5.946161099
273176,8.046,0.06,-62,7.12104,5.90288061
274218,10.171,0.03,-64,7.23538,6.015914522
274740,9.238,0.09,-59,7.28163,6.053538457
275286,8.859,0.18,-62,7.33951,6.061127412
275786,11.855,0.255,-62,7.39191,6.284155198
276312,8.785,0.09,-64,7.43902,6.269784109
276839,9.953,0.21,-64,7.4918,6.340651828
277361,8.359,0.06,-62,7.54786,6.291496919
277885,9.093,0.09,-60,7.60317,6.298800721
278411,9.316,0.075,-60,7.6512,6.321654378
278939,8.152,0.06,-62,7.70425,6.258946079
279464,9.417,0.285,-60,7.76159,6.291954111
279981,11.886,0.15,-63,7.81029,6.500576317
280516,10.449,0.075,-59,7.87043,6.590563457
281047,11.195,0.12,-62,7.9143,6.727843585
281565,11.812,0.24,-64,7.97825,6.899707531
282082,10.601,0.15,-63,8.02373,6.971878995
282608,9.359,0.3,-64,8.07937,6.949310026
283129,10.187,0.075,-60,8.13005,6.98805977
283654,9.445,0.075,-63,8.17905,6.970524184
284178,10.093,0.165,-64,8.24486,7.000967994
285312,10.82,0.03,-62,8.35221,7.081627563
285768,10.558,0.105,-60,8.39951,7.137584388
286278,12.511,0.18,-62,8.45295,7.330301819
286804,9.73,0.045,-60,8.49908,7.308639886
287323,9.875,0.09,-61,8.55384,7.298992831
287846,10.574,0.06,-63,8.60257,7.340433145
288373,8.89,0.045,-64,8.65801,7.257484039
288905,20.066,0.21,-62,8.70672,7.986208593
289425,11.847,0.195,-62,8.75642,8.069879563
289945,10.652,0.06,-61,8.81059,8.061369391
290481,10.417,0.18,-63,8.86478,8.036531235
291000,10.195,0.045,-59,8.91655,7.997479378
291521,9.832,0.075,-62,8.96323,7.9350736
292042,11.91,0.105,-66,9.02004,8.026972677
292575,10.347,0.27,-63,9.08083,7.999567799
293088,11.257,0.24,-63,9.13297,8.039741753
293623,11.585,0.18,-62,9.18404,8.100665535
294145,10.253,0.075,-62,9.23893,8.061171506
294666,11.085,0.21,-63,9.29255,8.084504691
295187,12.703,0.135,-63,9.34046,8.222799708
295720,13.207,0.135,-67,9.3939,8.387459047
296240,11.472,0.255,-61,9.44954,8.415169381
296766,18.05,0.15,-63,9.49879,8.915099485
297286,12.683,0.135,-64,9.55389,8.992074671
297811,12.171,0.24,-66,9.61006,9.026589864
298331,12.605,0.105,-61,9.66034,9.08990452
298856,11.593,0.135,-63,9.71336,9.075698263
299381,13.796,0.12,-62,9.76102,9.221333561
