Time Stamp (ms),M1-M2 RTT Distance (m),RTT std (m),RSS (dBm),real_distance,rtt_kalman
22550,5.777,0.105,-57,4.83741,1.971299087
23070,5.679,0.045,-58,4.83758,1.952859019
23603,6.335,0.075,-54,4.83774,1.97696641
24115,6.191,0.105,-54,4.83807,1.990468663
24641,5.894,0.075,-59,4.83787,1.984382698
25165,7.218,0.135,-58,4.83819,2.062206038
25689,6.351,0.075,-58,4.83824,2.080424675
26212,6.015,0.105,-63,4.83893,2.076297223
26750,5.968,0.06,-59,4.83926,2.069465126
27262,6.82,0.09,-62,4.83911,2.116812986
27786,5.363,0.135,-66,4.8397,2.069258157
28313,10.343,0.03,-62,4.83972,2.338869749
28836,8.066,0.195,-60,4.84006,2.447826993
29360,6.914,0.195,-66,4.84052,2.477236057
30411,10.507,0.21,-64,4.84103,2.731456527
31460,8.761,0.3,-64,4.84161,2.859492064
32000,11.507,0.375,-66,4.84209,3.152683658
32506,6.753,0.195,-68,4.84222,3.127470262
33554,6.312,0.12,-65,4.84282,3.076026683
34080,9.753,0.09,-65,4.84358,3.24490606
34604,8.507,0.315,-64,4.84341,3.324527036
35648,6.656,0.105,-61,4.84444,3.282353646
36706,9.726,0.255,-64,4.84489,3.436513636
37747,8.347,0.18,-64,4.84569,3.493953404
38293,7.804,0.03,-69,4.84661,3.513514105
38816,7.855,0.135,-64,4.84652,3.535058192
39852,9.273,0.21,-64,4.84775,3.6446986
40372,9.214,0.255,-65,4.84789,3.743700324
40894,9.753,0.24,-67,4.84812,3.870459708
41418,9.273,0.24,-64,4.84848,3.958941411
42468,10.652,0.285,-63,4.84915,4.128836356
43515,12.296,0.27,-66,4.85018,4.391726305
44057,9.152,0.03,-62,4.85037,4.439690699
44565,9.32,0.075,-69,4.8508,4.495227659
45109,8.542,0.03,-64,4.85044,4.498180467
45617,12.101,0.045,-67,4.85164,4.725468755
46662,9.683,0.225,-61,4.85216,4.785877575
47714,7.472,0.12,-66,4.85291,4.702993195
48235,12.066,0.15,-64,4.85401,4.915152936
48759,14.109,0.21,-65,4.85415,5.242812584
49281,7.023,0.225,-64,4.85445,5.102777147
49807,9.925,0.21,-61,4.85542,5.154650303
50330,13.351,0.285,-65,4.85509,5.419382424
50856,11.492,0.255,-64,4.85594,5.550137811
51382,10.136,0.27,-65,4.85633,5.58710042
51906,8.996,0.225,-65,4.85677,5.549813636
52429,12.933,0.225,-66,4.8572,5.763247202
52954,9.011,0.18,-62,4.85725,5.715794534
53478,6.343,0.18,-65,4.85773,5.503022943
54003,9.285,0.15,-65,4.85835,5.489271908
55048,6.304,0.12,-67,4.85913,5.28833009
55574,8.933,0.195,-64,4.85969,5.265916748
56645,7.277,0.18,-61,4.86139,5.140447542
57148,7.964,0.045,-64,4.8614,5.066233351
57693,7.839,0.27,-62,4.86234,4.988815236
58724,6.839,0.09,-62,4.86297,4.85319539
59248,6.394,0.195,-65,4.86398,4.698057977
59770,5.515,0.06,-69,4.86492,4.497255092
60293,7.761,0.12,-65,4.86462,4.450810122
60829,7.867,0.09,-68,4.86591,4.413982196
61354,6.804,0.225,-64,4.86638,4.312417525
62392,6.781,0.27,-62,4.86697,4.215809061
63442,9.671,0.195,-67,4.868,4.307612584
64492,7.964,0.225,-64,4.86992,4.285937538
65555,10.476,0.165,-64,4.87087,4.424100959
66587,8.214,0.09,-62,4.87212,4.410848687
67117,6.507,0.3,-65,4.87293,4.290745259
68158,7.121,0.195,-66,4.87411,4.216953098
69207,7.335,0.075,-61,4.87522,4.161316418
70256,7.066,0.12,-66,4.87678,4.092219526
70778,10.921,0.24,-67,4.87817,4.270676696
71829,11.718,0.21,-65,4.87871,4.488155195
72354,8.851,0.195,-66,4.87972,4.511047626
72875,7.054,0.135,-67,4.88032,4.419131018
73403,8.226,0.27,-68,4.88067,4.406949301
73942,9.347,0,-67,4.88168,4.466255054
75498,13.335,0.285,-65,4.88401,4.773405015
76023,6.699,0.225,-68,4.88459,4.64254227
76546,7.378,0.09,-65,4.88464,4.562770106
77072,6.531,0.12,-68,4.88607,4.434596816
77596,8.796,0.15,-65,4.88628,4.457398252
78133,5.89,0.12,-66,4.88736,4.295434426
79189,8.656,0.24,-64,4.88836,4.318182892
79691,8.039,0.135,-64,4.88913,4.300572444
80217,6,0.3,-65,4.88971,4.155441346
81267,7.156,0.165,-65,4.89252,4.092392789
82838,9.886,0.255,-64,4.89466,4.205545401
83897,10.964,0.12,-67,4.89633,4.379566123
84410,12.562,0.24,-63,4.898,4.643419637
84935,8.929,0.135,-65,4.89709,4.661437936
85457,9.285,0.195,-67,4.89877,4.700778041
86511,7.503,0.285,-64,4.90069,4.625217794
87556,7.671,0.105,-61,4.90124,4.565022629
88086,7.738,0.285,-68,4.90296,4.512851595
88611,8.546,0.27,-62,4.90301,4.514944944
89132,6.167,0.285,-65,4.90457,4.366825521
89653,8.515,0.165,-62,4.90557,4.376175227
90178,7.55,0.15,-63,4.90667,4.324057477
90707,6.5,0.09,-64,4.90718,4.208987648
91750,9.308,0.09,-67,4.90876,4.278321414
92821,7.437,0.165,-66,4.90966,4.225248066
93850,9.527,0.255,-65,4.91214,4.307371801
94373,8.535,0.21,-67,4.91389,4.32173384
95421,8.187,0.09,-61,4.91553,4.313236055
95946,7.687,0.225,-64,4.91577,4.273731535
96471,7.437,0.225,-68,4.9167,4.220947738
97529,8.667,0.27,-66,4.9192,4.249089116
98567,10.644,0.195,-64,4.91987,4.400175495
99092,9.281,0.225,-68,4.92215,4.45574492
99622,11.355,0.105,-61,4.92106,4.638648362
100667,11.589,0.135,-63,4.92339,4.824775432
101209,7.796,0.36,-69,4.92535,4.759876936
101715,9.097,0.09,-63,4.92563,4.781146947
102238,7.105,0.075,-66,4.92637,4.675408571
102770,8.433,0.195,-67,4.92817,4.660118385
103286,9.003,0.285,-66,4.92845,4.681751586
103811,10.359,0.195,-65,4.92966,4.787564177
104348,7.257,0.21,-64,4.93177,4.691009987
105388,8.066,0.255,-69,4.93272,4.651583165
106442,7.296,0.105,-64,4.93472,4.566067637
107488,7.679,0.12,-64,4.93811,4.510108626
108007,7.832,0.225,-66,4.94061,4.467331875
108530,8.652,0.045,-60,4.93905,4.478983899
109076,9.949,0.06,-63,4.94142,4.571722921
109596,7.742,0.045,-66,4.94133,4.519381543
110627,9.488,0.27,-65,4.94438,4.580489616
111675,9.417,0.135,-62,4.94558,4.633263625
112729,7.101,0.135,-65,4.9485,4.536602081
113249,12.136,0.03,-65,4.94928,4.76367455
114300,5.949,0.135,-65,4.9506,4.586111426
115348,11.195,0.315,-67,4.95349,4.750697035
115868,9.636,0.165,-66,4.95396,4.806549312
116394,9.027,0.15,-65,4.95437,4.820459016
117443,6.703,0.21,-65,4.95575,4.686880226
118492,13.476,0.075,-64,4.96075,4.989007187
119563,8.812,0.24,-65,4.96252,4.97784318
120590,8.98,0.135,-61,4.96291,4.977981837
121636,12.261,0.285,-66,4.96648,5.185095699
122161,9.183,0.12,-67,4.96822,5.184966275
122685,11.796,0.165,-62,4.96859,5.349687767
123745,7.015,0.15,-64,4.97232,5.202405456
124258,6.093,0.21,-68,4.97122,5.006249454
124787,7.683,0.15,-63,4.97344,4.922774048
125309,9.644,0.09,-63,4.97593,4.968275583
125829,6.562,0.045,-65,4.97477,4.816476755
126359,9.48,0.09,-61,4.9781,4.85833798
127404,6.355,0.12,-61,4.98128,4.700415808
127928,6.554,0.075,-62,4.98231,4.565010149
129001,5.23,0.135,-66,4.98475,4.354621142
130025,8,0.06,-61,4.98797,4.332251659
131071,9.257,0.15,-64,4.98966,4.390591984
132127,7.269,0.27,-64,4.99194,4.319837695
133172,9.398,0.255,-66,4.99404,4.387856225
133698,9.289,0.315,-66,4.99463,4.444707493
134220,6.89,0.06,-64,4.99535,4.346629889
134740,6.3,0.21,-66,4.99854,4.21751896
135794,7.449,0.165,-62,5.00043,4.169038344
136316,10.351,0.255,-64,5.00068,4.306690612
136842,8.199,0.12,-66,5.0018,4.299898852
137895,6.718,0.135,-63,5.00495,4.20010573
138961,7.101,0.075,-66,5.00579,4.130769823
139986,8.476,0.075,-60,5.00909,4.152550693
141037,8.113,0.06,-65,5.01033,4.15005744
141562,9.167,0.09,-63,5.01295,4.214213726
142084,9.859,0.18,-66,5.01183,4.317977989
142611,6.421,0.06,-61,5.016,4.198307918
143660,7.527,0.3,-63,5.01657,4.155959904
144706,7.093,0.315,-62,5.021,4.088904239
145754,6.097,0.075,-58,5.02256,3.963245473
146804,6.394,0.075,-54,5.02548,3.864250285
147335,6.105,0.075,-57,5.02723,3.753268432
147851,6.761,0.09,-59,5.0275,3.690672009
148375,6.57,0.075,-60,5.02966,3.619975107
149426,6.199,0.075,-63,5.03054,3.53033333
150474,5.621,0.195,-66,5.03279,3.409883084
151011,7.55,0.06,-60,5.03592,3.418723586
151531,7.101,0.09,-64,5.0345,3.398680939
152033,8.503,0.09,-68,5.03699,3.468348731
152580,7.847,0.24,-64,5.03788,3.492237377
153620,9.496,0.195,-67,5.03935,3.618647219
154151,11.843,0.12,-66,5.04153,3.885144507
155191,6.777,0.255,-68,5.0441,3.815238091
155718,8.039,0.21,-68,5.04297,3.829355766
156241,7.234,0.075,-68,5.04705,3.7917989
156763,7.421,0.15,-72,5.04729,3.76840831
157300,7.886,0.255,-69,5.04887,3.775828126
157808,7.917,0.255,-69,5.04913,3.78473552
158337,7.406,0.18,-71,5.05238,3.760844237
158860,8.382,0.3,-69,5.05102,3.800031703
159919,7.714,0.27,-68,5.05565,3.794605839
160992,7.136,0.27,-69,5.06085,3.753058769
161483,7.707,0.15,-70,5.05938,3.750154579
162009,7.914,0.225,-72,5.06197,3.760492324
162532,9.402,0.3,-69,5.06285,3.864049333
163054,14.097,0.33,-68,5.06395,4.257260512
163590,11.968,0.225,-71,5.06495,4.491356775
164102,11.292,0.21,-70,5.06847,4.668039258
165156,12.39,0.195,-68,5.07173,4.902843802
165688,12.75,0.21,-68,5.0721,5.145546597
166223,10.574,0.165,-68,5.0732,5.235664228
167253,10.812,0.15,-69,5.07799,5.335111195
167776,9.671,0.285,-70,5.07675,5.356303876
168312,10.136,0.315,-72,5.08114,5.40549444
168845,9.359,0.15,-73,5.07958,5.402564298
169349,10.226,0.255,-71,5.08274,5.454514245
169895,12.203,0.36,-71,5.08375,5.627907235
170924,10.226,0.15,-76,5.08605,5.665641489
171465,10.394,0.15,-73,5.09022,5.711593675
171968,11.968,0.165,-72,5.08935,5.853943763
172494,10.648,0.21,-72,5.08831,5.904040706
173030,10.484,0.3,-72,5.093,5.940631255
173561,16.984,0.21,-71,5.09235,6.384970096
174066,9.648,0.15,-76,5.09514,6.33848177
174593,8.546,0.315,-77,5.09577,6.225405783
175138,9.671,0.3,-75,5.09917,6.190434495
176187,16.925,0.375,-76,5.10074,6.61529252
176690,16.273,0.15,-73,5.10257,6.972216672
177227,16.046,0.255,-74,5.10237,7.292303933
177746,15.429,0.36,-72,5.10479,7.55327475
178281,15.941,0.315,-73,5.1079,7.830082143
178790,17.429,0.27,-74,5.10796,8.183298642
179326,15.164,0.18,-72,5.10955,8.371343631
180361,21.191,0.27,-73,5.11153,8.92774295
180882,17.964,0.24,-77,5.1141,9.245464655
181406,15.566,0.15,-74,5.11633,9.391863641
181947,19.347,0.225,-72,5.11653,9.767553857
182479,20.472,0.225,-73,5.12086,10.1905151
183002,16.316,0.225,-76,5.11976,10.32461008
183511,20.203,0.3,-74,5.12283,10.69545957
184023,17.578,0.15,-73,5.12465,10.87731434
184573,16.316,0.27,-72,5.12831,10.9680828
185076,15.957,0.15,-77,5.12757,11.03047741
185596,15.808,0.315,-73,5.13092,11.07953612
186147,16.382,0.15,-72,5.13241,11.16171113
187173,18.507,0.21,-71,5.1334,11.37275911
187712,14.593,0.24,-72,5.13756,11.32357604
188220,14.472,0.21,-77,5.13861,11.26986231
189270,11.308,0.21,-72,5.1426,11.01993416
189793,11.878,0.21,-75,5.14383,10.82173146
190318,12.066,0.33,-75,5.14476,10.64789242
190844,12.042,0.24,-75,5.14793,10.48350591
191893,11.441,0.315,-70,5.14809,10.2915752
192417,12.117,0.24,-71,5.15252,10.15439828
192942,11.218,0.15,-72,5.1528,9.969161137
193986,13.898,0.15,-72,5.1551,9.964679114
194511,12.914,0.285,-69,5.16004,9.898403579
195560,11.765,0.225,-70,5.16307,9.763823627
196085,16.093,0.24,-68,5.163,9.910768217
196610,10.632,0.15,-73,5.16286,9.703932227
197663,12.199,0.225,-67,5.16894,9.608999606
198709,9.714,0.285,-68,5.17278,9.36328799
199756,11.218,0.15,-66,5.17203,9.227957806
200283,9.027,0.255,-66,5.17738,8.962944271
200803,9.734,0.225,-68,5.17692,8.759250576
201329,9.179,0.285,-69,5.17486,8.533394313
201856,9.75,0.15,-68,5.18079,8.357808019
202378,9.25,0.24,-67,5.17948,8.16175572
202928,8.816,0.21,-68,5.18254,7.950692158
203427,8.488,0.165,-66,5.18435,7.732251392
204479,8.503,0.27,-68,5.18727,7.528537181
205525,10.046,0.15,-64,5.18921,7.435015347
206572,10.132,0.225,-64,5.19568,7.352818674
207100,11.285,0.165,-63,5.19368,7.348545086
207633,7.964,0.195,-69,5.19803,7.135033718
208142,8.367,0.15,-70,5.19908,6.96041516
208667,8.128,0.15,-66,5.1999,6.781734897
209193,9.179,0.18,-65,5.20088,6.680629622
210258,12.464,0.18,-62,5.20549,6.793138837
210768,8.453,0.33,-62,5.20751,6.645513981
211288,9.492,0.255,-66,5.2102,6.572747964
211816,13.113,0.15,-62,5.20711,6.733005435
212342,9.316,0.33,-62,5.21199,6.643616975
213404,9.546,0.315,-66,5.21387,6.574377254
213915,8.546,0.15,-66,5.21673,6.44641987
214439,8.921,0.18,-63,5.21806,6.350191751
215489,8.179,0.21,-62,5.22208,6.213224617
216011,8.949,0.165,-63,5.22742,6.133473949
216544,11.023,0.21,-63,5.22465,6.189593924
217062,7.679,0.27,-67,5.22748,6.031215241
217581,9.867,0.15,-65,5.22852,6.020859189
218632,7.617,0.165,-67,5.23415,5.869213777
219688,8.308,0.285,-71,5.2373,5.770727041
220230,7.648,0.3,-64,5.24084,5.636816796
220740,7.574,0.315,-63,5.23974,5.506685902
221252,9.984,0.15,-62,5.24523,5.536800646
221777,8.292,0.195,-62,5.24514,5.458274723
222302,8.457,0.255,-60,5.2469,5.395111714
222827,7.214,0.255,-63,5.24809,5.257517887
223355,8.609,0.3,-59,5.25158,5.216608579
223886,9.015,0.33,-55,5.25135,5.203892789
224398,9.492,0.15,-61,5.25563,5.222071015
225446,8.191,0.24,-57,5.25764,5.15702807
226490,7.625,0.18,-53,5.2617,5.060381872
227540,7.648,0.27,-52,5.26742,4.97128354
228063,6.402,0.315,-56,5.27153,4.809201256
228592,8.382,0.21,-55,5.27063,4.782253431
229640,7.062,0.15,-60,5.27404,4.67373257
230165,9.105,0.255,-53,5.27614,4.700941658
230688,9.597,0.15,-59,5.27641,4.757472398
231211,8.964,0.21,-56,5.28043,4.77050371
231735,8.437,0.225,-58,5.27832,4.749466818
232259,8.828,0.21,-60,5.28382,4.754423514
232783,7.816,0.165,-56,5.28532,4.69522486
233329,11.164,0.27,-55,5.28609,4.850971425
233833,7.316,0.15,-55,5.29028,4.75413926
234361,7.449,0.15,-54,5.28842,4.671806112
234884,8.773,0.3,-56,5.29293,4.678192301
235416,7.976,0.27,-53,5.29432,4.633896371
235935,6.382,0.15,-58,5.29695,4.491836343
236457,8.464,0.15,-55,5.30006,4.490082411
237506,8.515,0.15,-59,5.30341,4.491656493
238029,13.5,0.315,-67,5.30649,4.807613139
238553,8.156,0.3,-61,5.30853,4.766508148
239084,7.531,0.195,-63,5.31127,4.688567734
240125,6.777,0.27,-65,5.31439,4.567977603
241177,8.414,0.15,-62,5.31741,4.558266041
242223,11.039,0.195,-65,5.32448,4.714766909
242749,8.23,0.315,-59,5.32438,4.684187431
243270,8.082,0.225,-59,5.32622,4.646200377
243795,7.406,0.27,-59,5.32542,4.56796384
244319,7.347,0.24,-63,5.33141,4.490940778
244852,9.703,0.21,-72,5.33234,4.567406439
245369,6.851,0.285,-59,5.33602,4.459128068
245914,7.5,0,-59,5.33892,4.398622981
246417,13.378,0.15,-61,5.34022,4.712752172
246948,8.429,0.3,-61,5.34209,4.694853834
247471,12.929,0.27,-66,5.3433,4.961969942
247992,7.031,0.15,-59,5.34807,4.840156064
248518,9.011,0.255,-63,5.34569,4.850936326
249041,7.539,0.345,-62,5.35168,4.768174471
249565,7.347,0.285,-63,5.3544,4.678521181
250097,11.066,0.15,-63,5.35481,4.829139101
250626,7.617,0.315,-64,5.35701,4.752672997
251660,10.214,0.15,-64,5.36031,4.844864115
252184,10.648,0.27,-63,5.36339,4.958618547
253236,8.324,0.24,-63,5.36758,4.91858581
253766,10.679,0.24,-63,5.36796,5.029645186
254303,7.855,0.21,-59,5.37256,4.955544594
255351,9.375,0.15,-66,5.37659,4.982008774
255856,7.632,0.195,-64,5.37601,4.896845216
256382,13.648,0.225,-67,5.37853,5.196577326
256910,8.48,0.27,-65,5.38307,5.151374389
257428,9,0.315,-68,5.38464,5.141827593
257955,7.875,0.225,-65,5.38751,5.061911721
258479,9.164,0.15,-66,5.3868,5.068354694
259526,8.546,0.15,-66,5.38927,5.035404295
260073,12.019,0.15,-66,5.39455,5.223628956
261100,9.132,0.3,-70,5.39686,5.217851305
261624,9.449,0.255,-68,5.39849,5.232436281
262148,12.523,0.15,-66,5.40127,5.440026395
262676,12.046,0.3,-66,5.40369,5.604428902
263200,8.566,0.3,-62,5.40213,5.538922134
263738,6.714,0.3,-65,5.41015,5.360713254
264246,7.453,0.24,-60,5.40978,5.240366909
265295,6.714,0.15,-56,5.41594,5.080992296
265819,6.191,0.27,-59,5.41836,4.898677999
266344,6.382,0.15,-61,5.41798,4.739914301
266867,6.941,0.315,-66,5.4198,4.62643103
267395,7.484,0.15,-63,5.4191,4.554362315
267916,8.847,0.15,-64,5.42439,4.572825747
268440,7.992,0.24,-64,5.42784,4.536186205
268964,7.464,0.15,-65,5.42807,4.468548845
269487,9.312,0.315,-66,5.43144,4.521760612
270013,10.312,0.33,-65,5.43222,4.634701161
270542,9.71,0.15,-69,5.43679,4.70253934
271058,7.671,0.15,-68,5.43811,4.637466367
271602,10.781,0.255,-66,5.43981,4.772694813
272115,8.726,0.15,-67,5.44315,4.769751443
272637,9.109,0.15,-66,5.44332,4.791155551
273161,13.046,0.15,-69,5.44533,5.059577513
273684,7.296,0.255,-69,5.44805,4.948323782
274196,8.148,0.345,-70,5.45231,4.897837417
274729,14.667,0.255,-69,5.45253,5.261791191
275252,7.046,0.24,-71,5.45232,5.122009463
275779,7.617,0.21,-71,5.45827,5.027067719
276831,7.769,0.21,-71,5.46114,4.947704362
277358,10.691,0.3,-71,5.46168,5.05768383
277878,7.812,0.15,-68,5.46633,4.979101747
278398,9.507,0.18,-65,5.46913,5.012407134
278932,8.082,0.195,-68,5.46652,4.953714438
279448,10.582,0.3,-69,5.46868,5.056438428
279982,8.234,0.18,-69,5.47405,5.004557047
280521,9.859,0.495,-64,5.47648,5.058462736
281034,8.953,0.315,-71,5.47997,5.051812219
281547,9.539,0.15,-66,5.47889,5.082549428
283110,11.98,0.96,-66,5.4881,5.265339612
283666,12.246,0.075,-66,5.49071,5.453379309
284171,11.804,0.21,-70,5.48803,5.60167273
285218,11.316,0.15,-69,5.49524,5.709825317
285741,8.66,0.225,-68,5.49503,5.643599696
286267,8.98,0.315,-67,5.49854,5.601739301
286811,7.714,0.15,-65,5.50244,5.482653249
287840,6.937,0.315,-70,5.50553,5.32206217
288887,7.902,0.27,-68,5.50847,5.232479564
289936,6.929,0.255,-65,5.51377,5.087165933
290992,6.796,0.15,-58,5.51554,4.94262898
292034,5.714,0.285,-69,5.52207,4.738951446
293083,7.484,0.15,-71,5.52454,4.659784414
293606,8.863,0.15,-68,5.53064,4.672606694
294152,8.625,0.315,-70,5.52924,4.669605705
294654,8.566,0.345,-68,5.5334,4.66307198
295183,10.328,0.15,-67,5.5344,4.768107313
296228,8.757,0.15,-64,5.54109,4.767408999
297297,7.437,0.165,-64,5.54405,4.683481706
297802,10.722,0.165,-72,5.54751,4.812085236
298328,9.687,0.15,-66,5.55024,4.867282223
298852,7.769,0.315,-68,5.55332,4.797998886
299376,12.312,0.285,-68,5.55744,5.019684286
299897,8.234,0.24,-67,5.55687,4.970121529
300445,9.566,0.15,-68,5.55983,5.007715482
300948,8.98,0.15,-66,5.56233,5.005969653
301472,12.964,0.15,-66,5.56372,5.25566711
302518,7.347,0.18,-71,5.56889,5.135260492
303592,8.179,0.3,-68,5.57247,5.074936935
304618,11.894,0.15,-68,5.57709,5.252781986
305666,10.015,0.33,-67,5.58332,5.300869837
306720,11.503,0.21,-72,5.58784,5.439795497
307777,8.636,0.3,-68,5.59014,5.389090573
308834,9.082,0.285,-67,5.60028,5.369720544
309869,9.671,0.24,-67,5.60035,5.388729904
310909,8.816,0.3,-64,5.60191,5.35260185
311435,8.765,0.255,-65,5.60864,5.315535557
311959,9.929,0.255,-65,5.60873,5.354239253
312482,13.714,0.15,-62,5.60817,5.629280448
313006,14.343,0.3,-66,5.61616,5.926651612
313530,10.558,0.195,-65,5.61539,5.966484095
314055,14.472,0.18,-66,5.6192,6.250720914
314604,12.41,0.315,-65,5.62217,6.386944168
315127,11.023,0.42,-67,5.61994,6.42707405
315627,8.816,0.15,-69,5.6237,6.325442365
316676,8.308,0.15,-68,5.63255,6.198174584
317724,9.015,0.255,-70,5.63514,6.123536994
318779,10.765,0.3,-68,5.63675,6.164007747
319822,13.648,0.18,-69,5.64468,6.383801286
320347,11.515,0.27,-67,5.64992,6.455167565
320876,16.046,0.255,-67,5.65387,6.807872714
321394,11.667,0.315,-69,5.65355,6.86207559
321918,11.082,0.285,-66,5.65788,6.875954
322969,11.921,0.18,-71,5.66005,6.941885738
324020,11.398,0.15,-65,5.66642,6.970664407
324548,11.316,0.315,-71,5.67005,6.992454562
325077,10.363,0.255,-67,5.67033,6.952749485
325590,9.71,0.36,-64,5.67265,6.874354275
326117,12.703,0.285,-68,5.67959,6.989719893
326637,10.847,0.15,-63,5.67838,6.980720777
327688,13.109,0.315,-67,5.68765,7.114989063
328745,12,0.3,-68,5.69216,7.17082511
329262,9.515,0.33,-66,5.69086,7.066370966
329780,9.046,0.15,-64,5.69446,6.93891912
330308,8.89,0.195,-67,5.69436,6.809666178
331373,10.671,0.15,-67,5.70159,6.800922626
332409,10.441,0.15,-63,5.71055,6.778220963
333456,9.402,0.225,-64,5.71565,6.691405459
