Time Stamp (ms),M1-M2 RTT Distance (m),RTT std (m),RSS (dBm),real_distance,rtt_kalman
58715,18.5,0.015,-51,16.27056,15.97468861
59263,18.652,0.03,-50,16.21807,15.93399515
59765,18.492,0.15,-52,16.17168,15.87825799
60297,18.144,0.06,-53,16.11671,15.78566864
60811,17.98,0.075,-54,16.07157,15.68407486
61334,18.562,0.075,-53,16.02391,15.66867704
61860,18.632,0.015,-55,15.968,15.66404722
62385,17.593,0.075,-58,15.92359,15.52899109
62918,17.925,0.165,-61,15.87609,15.45282712
63445,19.765,0.165,-61,15.82097,15.61827697
63982,22.667,0.3,-63,15.77633,16.12878539
64481,18.097,0.075,-61,15.73379,15.99868029
65008,17.867,0.015,-56,15.67957,15.85597907
65532,17.882,0.045,-57,15.62936,15.73316267
66078,17.675,0.03,-56,15.58011,15.59973124
66576,17.332,0.06,-59,15.52828,15.43987468
67109,16.75,0.195,-62,15.48244,15.22678885
67628,17.628,0.195,-57,15.43167,15.15128058
68152,17.429,0.075,-60,15.38314,15.06020086
68676,16.636,0.135,-64,15.33368,14.88061418
69206,22.628,0.09,-60,15.28008,15.4792181
69736,18.566,0.12,-58,15.23902,15.49015537
70253,17.433,0.075,-61,15.18324,15.35685075
70773,18.636,0.09,-59,15.13428,15.39204399
71298,18.203,0.12,-59,15.08575,15.36820161
71839,18.062,0.06,-55,15.03439,15.32958651
72371,17.953,0.03,-56,14.98254,15.28209637
72872,16.96,0.06,-58,14.93913,15.1153845
73404,17.035,0.075,-60,14.88437,14.97915053
73945,16.781,0.105,-59,14.84098,14.82806703
74445,17.492,0.09,-54,14.79533,14.78568566
74975,16.964,0.06,-58,14.74213,14.68207139
75507,16.578,0.15,-59,14.69453,14.54285031
76022,15.199,0.015,-61,14.6502,14.24730229
76539,16.628,0.075,-58,14.60896,14.16920658
77073,15.96,0.06,-59,14.55689,14.0167283
77587,15.886,0.075,-59,14.51018,13.8741454
78112,15.636,0.12,-60,14.45871,13.7180179
78637,15.781,0.09,-58,14.40815,13.59986017
79170,16.066,0.09,-60,14.3606,13.53253751
79695,17.156,0.105,-57,14.31454,13.61114449
80213,16.496,0.12,-57,14.27086,13.59661874
80741,17.085,0.075,-55,14.21256,13.65819304
81271,16.148,0.06,-54,14.16725,13.59385468
81786,16.863,0.06,-54,14.11989,13.62778498
82312,17.105,0.09,-57,14.07359,13.68795133
82835,16.945,0.21,-56,14.02252,13.72035641
83355,16.328,0.075,-57,13.97333,13.67087641
83879,16.406,0.105,-56,13.92637,13.63747064
84405,16.582,0.135,-55,13.8816,13.63046934
84934,15.832,0.105,-62,13.83049,13.52978148
85466,15.82,0.075,-61,13.78557,13.4402764
85979,15.625,0.12,-61,13.73225,13.33746912
86508,19.242,0.075,-59,13.69102,13.70370153
87050,19.796,0.06,-59,13.64143,14.09361034
87546,16.851,0.21,-61,13.59652,14.06301253
88074,16.078,0.075,-59,13.54634,13.93880334
88611,16.472,0.09,-58,13.50058,13.87993633
89125,17.992,0.075,-54,13.45451,14.02015255
89646,17.746,0.135,-62,13.40309,14.11166993
90170,15.515,0.06,-58,13.35573,13.91033537
90696,16.054,0.075,-54,13.31264,13.80235128
91219,15.121,0.03,-54,13.26233,13.59033877
91746,15.695,0.075,-53,13.21597,13.47743636
92277,15.125,0.03,-58,13.16657,13.30689728
92800,16.187,0.105,-56,13.11733,13.29177198
93318,17.187,0.09,-55,13.07474,13.40464634
93844,19.66,0.21,-58,13.03026,13.81511493
94368,15.554,0.09,-60,12.98313,13.65609109
94893,16.484,0.075,-54,12.93685,13.63438484
95414,16.699,0.075,-54,12.88667,13.64252545
95938,15.867,0.06,-56,12.8382,13.54473065
96467,15.324,0.075,-56,12.79569,13.39079873
96990,14.714,0.075,-57,12.74894,13.17935991
97513,14.957,0.06,-52,12.69787,13.02522223
98045,15.48,0.09,-52,12.64705,12.9564664
98570,15.308,0.09,-52,12.60075,12.8746922
99092,14.277,0.15,-57,12.5583,12.67322767
99608,14.773,0.075,-57,12.50965,12.55970802
100144,14.812,0.105,-55,12.46681,12.46541985
100663,14.55,0.105,-56,12.42515,12.34998439
101184,14.507,0.06,-57,12.37759,12.2436824
101708,14.605,0.315,-56,12.3319,12.16314127
102238,15.109,0.105,-56,12.28963,12.15630632
102758,14.617,0.195,-58,12.23392,12.08829569
103296,15.113,0.15,-62,12.19298,12.0914025
103811,15.859,0.12,-61,12.15335,12.18818258
104337,17.019,0.27,-59,12.10373,12.41902679
104871,13.503,0.135,-61,12.0558,12.17742227
